luid,usd,n,pnl,days,long_share
L2272,271.58112,1,-14.92974,1,1.0
L2273,271.2988,1,-18.23027,1,1.0
L2274,271.27495999999996,5,-15.20453,4,1.0
L2275,271.21776,1,-15.42002,1,1.0
L2276,271.1544,2,-14.8262,2,1.0
L2277,270.54071999999996,2,-14.824201,2,1.0
L2278,269.41454999999996,3,-11.524572,2,1.0
L2279,269.3988,1,-50.2491,1,1.0
L2280,266.7346,1,-12.07433,1,0.0
L2281,266.67056,2,-78.931476,2,1.0
L2282,266.50292,1,-14.53828,1,1.0
L2283,264.88624,1,-15.018902,1,1.0
L2284,264.384,1,-26.66844,1,0.0
L2285,263.97702,1,-36.40482,1,1.0
L2286,263.8424,2,-36.1464,1,1.0
L2287,263.7056,1,-48.7936,1,1.0
L2288,263.51640000000003,1,-21.616812,1,0.0
L2289,262.90728,1,-12.42666,1,0.0
L2290,262.813,1,-14.0418,1,1.0
L2291,260.73994,1,-14.27086,1,1.0
L2292,260.05245,1,-27.73384,1,1.0
L2293,259.22652,4,-18.608303,3,1.0
L2294,258.62354000000005,1,-48.54446,1,1.0
L2295,258.4035,1,-11.6505,1,0.0
L2296,257.964,1,-45.49728,1,1.0
L2297,257.43366,3,-13.9143,1,1.0
L2298,256.8657,1,-11.990433,1,0.0
L2299,255.96599999999998,1,-13.90312,1,1.0
L2300,253.87884000000003,1,-13.988223,1,1.0
L2301,253.45009,2,-46.88941,1,1.0
L2302,253.3289,1,-14.5475,1,1.0
L2303,253.07328,1,-11.57712,1,0.0
L2304,252.88155999999998,2,-14.07844,1,1.0
L2305,252.80884,2,-21.46124,2,1.0
L2306,252.60840000000002,1,-14.0481,1,1.0
L2307,250.85376000000002,2,-14.06013,2,1.0
L2308,250.50905999999998,1,-13.91952,1,1.0
L2309,250.05839999999998,1,-13.888,1,1.0
L2310,249.73415999999997,1,-126.277632,1,1.0
L2311,249.49328,2,-29.859847,2,1.0
L2312,248.7441,1,-13.8699,1,1.0
L2313,248.63484,2,-13.30693,2,1.0
L2314,248.5344,1,-99.34176,1,1.0
L2315,248.501,2,-23.779,2,1.0
L2316,248.19356,1,-13.40104,1,1.0
L2317,247.39358000000001,1,-13.37355,1,1.0
L2318,247.3123,1,-13.63045,1,1.0
L2319,247.28495000000004,2,-11.19589,1,0.0
L2320,246.7926,1,-13.22306,1,1.0
L2321,246.16505,4,-43.68960800000001,2,0.25
L2322,245.44260000000003,1,-13.7258,1,1.0
L2323,244.9253,1,-13.6474,1,1.0
L2324,244.1624,1,-13.4079,1,1.0
L2325,244.04452,1,-13.46168,1,1.0
L2326,243.51606000000004,1,-45.04324,1,1.0
L2327,242.5437,1,-12.84865,1,1.0
L2328,241.75734,1,-13.6213,1,1.0
L2329,241.12900000000002,1,-11.48665,1,0.0
L2330,238.18536000000003,1,-43.12584,1,1.0
L2331,237.46992,1,-11.09552,1,0.0
L2332,237.34163999999998,1,-25.28168,1,1.0
L2333,237.33,1,-13.72302,1,1.0
L2334,236.7775,1,-11.1775,1,0.0
L2335,236.47799999999998,1,-12.645,1,1.0
L2336,235.40745,1,-13.0645,1,1.0
L2337,235.248,1,-13.152,1,1.0
L2338,234.71800000000002,1,-13.166,1,1.0
L2339,234.1235,1,-12.7491,1,1.0
L2340,233.83584,1,-12.94776,1,1.0
L2341,233.82531999999998,2,-6.758991999999999,2,1.0
L2342,233.74218,1,-42.106008,1,1.0
L2343,232.43102,1,-13.22268,1,1.0
L2344,232.36620000000002,1,-4.289368,1,1.0
L2345,232.26108,4,-12.01492,4,0.75
L2346,232.09858000000003,1,-12.74522,1,1.0
L2347,231.86644,1,-12.81176,1,1.0
L2348,231.60325999999998,2,-18.45774,1,1.0
L2349,230.64660000000003,1,-28.7702,1,0.0
L2350,230.61192,2,-10.49572,2,0.0
L2351,230.17199999999997,1,-59.52408,1,1.0
L2352,229.63915000000003,2,-12.827531,2,1.0
L2353,229.23577,2,-12.69347,2,1.0
L2354,229.153,2,-24.675435,2,0.5
L2355,229.11762,4,-17.29046,3,1.0
L2356,228.855,1,-11.702922,1,1.0
L2357,228.70559999999998,1,-32.012,1,1.0
L2358,228.46096,1,-10.13454,1,0.0
L2359,228.42944,1,-10.32203,1,0.0
L2360,228.21562,1,-10.75407,1,0.0
L2361,227.59321,1,-11.293334,1,0.0
L2362,227.4862,2,-12.916960000000001,2,1.0
L2363,227.3614,1,-38.56993,1,1.0
L2364,227.32992,1,-10.11624,1,0.0
L2365,227.217,1,-12.5208,1,1.0
L2366,226.61928999999998,2,-65.38213,1,1.0
L2367,226.01247999999998,1,-12.72512,1,1.0
L2368,225.88812000000001,1,-92.77968,1,1.0
L2369,225.40544,1,-3.22176,1,0.0
L2370,224.28236,1,-34.57724,1,1.0
L2371,224.25813000000002,2,-41.88537,1,1.0
L2372,222.59430000000003,3,-0.9618440000000001,3,1.0
L2373,222.56624,2,-12.39296,2,1.0
L2374,220.17474,1,-10.71453,1,0.0
L2375,220.05212,2,-10.1036,1,0.0
L2376,219.71717999999998,1,-30.65202,1,1.0
L2377,219.45000000000002,1,-12.2199,1,1.0
L2378,219.41108,2,-12.46892,1,1.0
L2379,219.008,1,-10.03864,1,0.0
L2380,218.7967,1,-10.1729,1,0.0
L2381,218.0218,1,-12.045154,1,1.0
L2382,217.88028,2,-12.42976,2,0.0
L2383,217.54287,1,-36.104079,1,0.0
L2384,217.15377,1,-42.16998,1,1.0
L2385,215.89231,1,-12.27017,1,1.0
L2386,215.70139999999998,2,5.001399999999999,2,1.0
L2387,215.326,1,-53.815796,1,1.0
L2388,214.87219000000002,3,-14.515833,2,1.0
L2389,214.65912,1,-39.718536,1,1.0
L2390,213.99617999999998,1,-23.121224,1,1.0
L2391,213.90189999999998,1,-12.8731,1,1.0
L2392,213.24489,2,-19.44269,2,1.0
L2393,213.20064,1,-24.52224,1,1.0
L2394,212.9478,2,-20.320688,2,1.0
L2395,211.07041999999998,1,-9.704668,1,0.0
L2396,210.54219999999998,3,-11.217445999999999,2,1.0
L2397,210.29442,1,-38.32038,1,1.0
L2398,210.18426,1,-49.98994,1,1.0
L2399,209.6356,1,-25.854788,1,1.0
L2400,209.5552,3,-10.9672,3,0.6666666666666666
L2401,209.49003999999996,2,-11.57696,1,1.0
L2402,209.4414,1,-10.3236,1,1.0
L2403,209.3133,1,-38.6106,1,1.0
L2404,209.28052,1,-11.66386,1,1.0
L2405,209.0214,1,-38.42748,1,1.0
L2406,208.83146000000002,5,-9.752252,3,0.0
L2407,208.44035,1,-9.6664,1,0.0
L2408,208.31139000000002,3,-11.253480000000001,3,0.6666666666666666
L2409,208.26416,1,-11.69412,1,1.0
L2410,208.25272,1,-9.552725,1,0.0
L2411,208.07833,2,-37.531473,2,1.0
L2412,207.86736000000002,1,-9.4076,1,0.0
L2413,207.55970000000002,1,-11.2308,1,1.0
L2414,207.54840000000002,2,-11.443200000000001,2,1.0
L2415,207.20000000000002,1,-38.08,1,1.0
L2416,207.06273,1,-38.29437,1,1.0
L2417,206.91925999999998,1,-9.4739,1,0.0
L2418,206.54846,1,-9.50698,1,0.0
L2419,205.53,1,-9.249292,1,0.0
L2420,205.3863,1,-11.0376,1,1.0
L2421,205.15842000000004,2,-44.074780000000004,2,1.0
L2422,205.14643,2,-14.827432,2,1.0
L2423,204.98037,1,-11.11474,1,1.0
L2424,204.96777000000003,1,-10.89974,1,1.0
L2425,204.035,1,-9.10955,1,0.0
L2426,203.9182,2,-17.943493,2,1.0
L2427,203.2422,1,-11.4762,1,1.0
L2428,202.83776,1,-9.27904,1,0.0
L2429,202.6128,1,23.255969,1,1.0
L2430,202.1841,1,-9.2432,1,0.0
L2431,201.67000000000002,1,-77.2366,1,1.0
L2432,201.327,1,-11.046,1,1.0
L2433,201.27635999999998,1,-13.5065,1,1.0
L2434,201.24848,1,-11.030834,1,1.0
L2435,201.10514000000003,1,-49.57686,1,1.0
L2436,200.97178,3,-11.11306,1,0.0
L2437,199.6298,1,-9.41068,1,0.0
L2438,199.06447,2,-10.862969999999999,2,1.0
L2439,198.7737,2,-9.26159,1,0.0
L2440,198.50840000000002,1,-11.34935,1,1.0
L2441,198.11766,1,-11.98041,1,1.0
L2442,197.95083,2,-15.418979,2,1.0
L2443,197.79999999999998,1,-20.2272,1,0.0
L2444,197.63,1,-11.12,1,1.0
L2445,197.41152000000002,1,-11.04432,1,1.0
L2446,197.06,1,-36.15992,1,1.0
L2447,196.95780000000002,1,-10.7901,1,1.0
L2448,196.64999999999998,2,-18.731682,1,0.0
L2449,196.42494,1,-10.89326,1,1.0
L2450,196.29575,1,-10.650257,1,1.0
L2451,196.2004,1,-0.761464,1,1.0
L2452,196.0888,2,-9.055826,1,0.0
L2453,195.16253999999998,1,-13.300741,1,0.0
L2454,195.10904,1,-11.04096,1,1.0
L2455,194.24192,1,-9.24112,1,0.0
L2456,194.1996,1,-10.9617,1,1.0
L2457,193.2637,2,-35.581680000000006,2,1.0
L2458,192.93048,2,-9.098462000000001,2,0.0
L2459,192.60999999999999,1,-20.8266,1,1.0
L2460,192.47003999999998,1,-10.627092,1,1.0
L2461,191.8338,2,-11.3774,2,1.0
L2462,190.91952,2,-11.87175,2,0.0
L2463,190.5012,1,-10.6392,1,1.0
L2464,190.33225,1,-10.44475,1,1.0
L2465,190.19689,2,-8.803704,2,0.0
L2466,190.17900000000003,1,-10.489,1,0.0
L2467,190.1105,4,-8.7304,2,0.0
L2468,190.106,1,-10.814,1,1.0
L2469,189.90934,1,-9.8777,1,1.0
L2470,189.8874,1,-10.6904,1,1.0
L2471,189.76788000000002,1,-10.07199,1,1.0
L2472,189.244,1,-10.40128,1,1.0
L2473,189.22442,1,-10.38142,1,1.0
L2474,189.034,1,-10.5468,1,1.0
L2475,188.88105000000002,1,-10.56975,1,1.0
L2476,188.79448,1,-10.44312,1,1.0
L2477,188.72563000000002,1,-11.59772,1,0.0
L2478,188.72356,1,-11.04462,1,1.0
L2479,188.68424,1,-10.3774,1,1.0
L2480,188.58624,2,-10.29668,2,1.0
L2481,188.2558,1,-9.44382,1,1.0
L2482,188.23585,2,-9.014526,2,0.5
L2483,187.51528,1,-10.22504,1,1.0
L2484,187.3764,1,-10.28169,1,1.0
L2485,186.93888,1,-20.386304,1,1.0
L2486,186.8727,1,-10.92065,1,1.0
L2487,186.7453,2,-10.223040000000001,2,1.0
L2488,186.6592,1,-10.36896,1,1.0
L2489,186.35218,1,-10.050526,1,1.0
L2490,184.73504000000003,2,-8.959951,2,1.0
L2491,184.46887999999998,1,-8.53458,1,0.0
L2492,183.98556,1,-8.494849,1,1.0
L2493,181.98399999999998,1,-10.4192,1,1.0
L2494,181.71999999999997,2,-10.0896,1,1.0
L2495,181.43514,3,-9.45168,3,0.6666666666666666
L2496,180.45279999999997,1,-9.8736,1,1.0
L2497,179.78220000000002,1,-11.2723,1,1.0
L2498,179.60607999999996,2,-10.029959999999999,1,1.0
L2499,179.55115999999998,1,-10.10316,1,1.0
L2500,179.5497,3,-10.0639,3,1.0
L2501,179.31288,1,-47.31456,1,1.0
L2502,179.30550000000002,1,-9.8835,1,1.0
L2503,178.99220000000003,1,-9.73842,1,1.0
L2504,178.26906000000002,1,-8.17218,1,0.0
L2505,178.1381,1,-9.7053,1,1.0
L2506,177.87356,1,-9.64532,1,1.0
L2507,176.3508,1,-9.819582,1,1.0
L2508,176.12,1,-69.93154,1,1.0
L2509,175.37471999999997,1,-7.75608,1,1.0
L2510,175.1114,1,-10.241244,1,1.0
L2511,172.85424,2,-10.19336,2,0.5
L2512,172.61333,1,-9.97295,1,1.0
L2513,172.5571,2,-9.73414,2,0.5
L2514,172.4382,1,-7.8588,1,0.0
L2515,171.90086,1,-15.43517,1,0.0
L2516,171.88400000000001,2,-8.016,2,0.0
L2517,171.258,2,-9.561758999999999,1,1.0
L2518,171.1668,1,-21.3591,1,0.0
L2519,171.02751,3,-9.34757,3,1.0
L2520,169.98218999999997,1,-43.28991,1,1.0
L2521,169.95235,1,-14.62852,1,1.0
L2522,169.87255,1,-9.2315,1,1.0
L2523,168.58335,1,-9.3873,1,1.0
L2524,167.97894,5,-8.17123,3,0.6
L2525,167.83200000000002,1,-9.1056,1,1.0
L2526,167.54561,1,-8.544414,1,1.0
L2527,167.51049,1,-9.288511,1,1.0
L2528,166.7327,1,-7.8729,1,0.0
L2529,166.28214,1,-9.34278,1,1.0
L2530,165.88485,2,-8.12205,2,0.5
L2531,165.66152,1,-7.61856,1,0.0
L2532,165.44,1,-9.12,1,1.0
L2533,164.9427,1,-9.24261,1,1.0
L2534,164.74,3,-9.0712,1,1.0
L2535,163.2575,1,-7.905625,1,1.0
L2536,163.072,1,-8.834,1,1.0
L2537,162.91299,2,-9.097626,2,0.5
L2538,162.49077000000003,2,-9.641206,1,1.0
L2539,162.37040000000002,1,-7.5888,1,0.0
L2540,162.21392,1,-13.902224,1,1.0
L2541,162.07953,1,-8.66645,1,1.0
L2542,161.9902,1,-8.78336,1,1.0
L2543,161.74089999999998,1,-12.07245,1,0.0
L2544,161.6832,1,-7.392,1,0.0
L2545,161.25324,1,-7.672656,1,0.0
L2546,160.528,1,-18.416,1,1.0
L2547,160.37622,1,-0.884304,1,1.0
L2548,159.21279,1,-8.741114,1,1.0
L2549,159.12,1,-9.847656,1,1.0
L2550,158.46834,3,-7.8146,3,0.3333333333333333
L2551,158.07624,1,-6.49068,1,0.0
L2552,157.4176,1,-7.1856,1,0.0
L2553,157.13048,1,-7.46672,1,0.0
L2554,156.39360000000002,1,-7.06695,1,0.0
L2558,156.39360000000002,1,-7.06695,1,0.0
L2555,156.39360000000002,1,-7.06695,1,0.0
L2556,156.39360000000002,1,-7.06695,1,0.0
L2557,156.39360000000002,1,-7.06695,1,0.0
L2559,156.3562,1,-10.4104,1,0.0
L2560,156.2306,1,-7.347622,1,0.0
L2561,156.11674,3,-8.699770000000001,2,1.0
L2562,155.6979,1,-8.5697,1,1.0
L2563,155.37764,1,-7.88255,1,1.0
L2564,155.07800000000003,1,-7.13104,1,0.0
L2565,155.04762,1,-11.594492,1,1.0
L2566,154.71892,4,-7.2189700000000006,2,0.25
L2567,154.687,1,-6.91446,1,0.0
L2568,154.60105,2,-17.352023,2,0.0
L2569,154.4178,1,-40.67964,1,1.0
L2570,154.3311,1,-8.7057,1,1.0
L2571,153.8591,2,-8.9655,2,1.0
L2572,153.84827,2,-8.324166,2,0.5
L2573,153.17424,1,-8.851848,1,1.0
L2574,152.70029,3,-8.40633,2,1.0
L2575,152.64999999999998,1,-8.2644,1,1.0
L2576,152.60224000000002,1,-6.893698,1,0.0
L2577,152.2115,1,-7.23927,1,0.0
L2578,152.18346,2,-8.323770000000001,2,0.5
L2579,152.05273,2,-8.58018,1,1.0
L2580,151.6098,1,-7.00772,1,0.0
L2581,151.57996,1,-8.35558,1,1.0
L2582,151.2789,1,-8.278392,1,1.0
L2583,150.6899,1,-8.1176,1,1.0
L2584,150.5484,1,-6.9722,1,0.0
L2585,149.832,1,-8.3354,1,1.0
L2586,149.66616,2,-16.1384,1,1.0
L2587,149.4504,1,-8.2368,1,1.0
L2588,149.24993,2,-6.8923380000000005,1,0.0
L2589,148.57590000000002,2,-31.2947,1,1.0
L2590,148.50479,1,-7.6475,1,1.0
L2591,148.414,1,-12.621525,1,1.0
L2592,148.36738,3,-7.975,2,0.3333333333333333
L2593,148.24318,2,-8.16422,2,1.0
L2594,147.5709,2,-7.44294,1,0.0
L2595,147.24831,1,-6.748755,1,0.0
L2596,146.8885,1,-25.45631,1,1.0
L2597,146.58893,2,-6.65896,2,0.0
L2598,145.45170000000002,1,-8.2863,1,1.0
L2599,145.365,2,-8.4513,2,1.0
L2600,145.32366,1,-12.22392,1,1.0
L2601,144.81521999999998,2,-6.539727,1,0.0
L2602,144.80145,1,-12.01205,1,1.0
L2603,143.79308999999998,1,-57.69981,1,1.0
L2604,143.45972,2,-7.311120000000001,2,0.5
L2605,143.40592,1,-12.54608,1,1.0
L2606,143.24752,2,-11.52168,2,1.0
L2607,142.38119,2,-7.96873,1,1.0
L2608,142.31074,2,-7.978759999999999,2,1.0
L2609,142.03079999999997,1,-7.9812,1,1.0
L2610,141.55056000000002,2,-7.236222,2,0.5
L2611,141.44704000000002,1,-11.98624,1,0.0
L2612,140.47220000000002,1,-7.797594,1,1.0
L2613,140.23212,1,-24.599421,1,1.0
L2614,140.22036,1,-4.58493,1,1.0
L2615,140.03607,1,-2.090373,1,0.0
L2616,139.9108,2,-22.461299999999998,1,0.0
L2617,139.31222999999997,1,-7.72257,1,1.0
L2618,139.31203,1,-7.617896,1,1.0
L2619,138.732,1,-15.6552,1,1.0
L2620,138.69142000000002,1,-25.012633,1,1.0
L2621,138.48198,2,-56.71302,1,1.0
L2622,138.29001,1,-11.46705,1,1.0
L2623,138.04145,1,-7.43705,1,1.0
L2624,138.02208,1,-6.37038,1,0.0
L2625,137.94,1,-24.90235,1,1.0
L2626,137.60603999999998,1,-6.174454,1,0.0
L2627,137.56400000000002,2,-12.546,2,1.0
L2628,137.25879,6,-7.5871200000000005,6,1.0
L2629,137.20203999999998,1,-6.157696,1,0.0
L2630,136.906,1,-7.7978,1,1.0
L2631,136.81525,2,-7.3658,2,1.0
L2632,136.05795,1,-7.437468,1,1.0
L2633,135.69913,1,-7.63981,1,1.0
L2634,134.93679999999998,1,-7.559505,1,1.0
L2635,134.53153999999998,1,-7.10424,1,1.0
L2636,134.3286,1,-7.6104,1,1.0
L2637,133.9842,1,-7.76435,1,1.0
L2638,133.34199999999998,1,-6.4525,1,0.0
L2639,133.309,1,-6.10258,1,0.0
L2640,132.98439000000002,1,-3.334954,1,0.0
L2641,132.33262,4,-6.15701,4,0.25
L2642,132.1848,1,-7.3656,1,1.0
L2643,132.00288,1,-24.00992,1,1.0
L2644,131.6136,1,-7.2102,1,1.0
L2645,131.17499999999998,2,-7.263,2,1.0
L2646,130.47781,1,-5.97043,1,0.0
L2647,130.03760000000003,1,-5.9892,1,0.0
L2648,129.8925,1,-7.1415,1,1.0
L2649,129.40583999999998,1,-23.12236,1,1.0
L2650,129.328,1,-6.0954,1,0.0
L2651,128.87858,1,-7.19196,1,1.0
L2652,128.72028,1,-6.84528,1,0.0
L2653,128.55,1,-22.3125,1,1.0
L2654,128.32943,3,-7.14694,3,0.6666666666666666
L2655,128.16064,1,-7.10016,1,1.0
L2656,128.12734,3,-7.243098000000001,3,0.3333333333333333
L2657,128.025,1,-7.1,1,1.0
L2658,127.86241999999999,1,-14.93288,1,1.0
L2659,127.776,1,-7.38,1,1.0
L2660,127.67999999999999,1,-7.5318,1,1.0
L2661,127.2531,2,-6.7468,1,1.0
L2662,126.92,1,-6.944272,1,1.0
L2663,126.7654,1,-5.7346,1,0.0
L2664,126.54840000000002,1,-11.88,1,1.0
L2665,125.91390000000001,2,-5.8568999999999996,1,0.0
L2666,125.8972,1,-23.4236,1,1.0
L2667,125.5386,1,-5.89248,1,0.0
L2668,125.37440000000001,2,-6.84896,2,1.0
L2669,125.2764,2,-13.338540000000002,1,1.0
L2670,125.22622,1,-5.69372,1,0.0
L2671,124.944,1,-6.897,1,1.0
L2672,124.93462000000001,3,-6.71647,2,1.0
L2673,124.83269999999999,1,-7.0602,1,1.0
L2674,124.4973,2,-9.3733,2,0.5
L2675,124.45209000000001,1,-5.60063,1,0.0
L2676,124.08,1,-7.09536,1,1.0
L2677,124.04675,4,-6.348027,4,0.0
L2678,123.93440000000001,1,-0.812,1,1.0
L2679,123.91593,2,-16.787565,1,1.0
L2680,123.91344,1,-6.57818,1,1.0
L2681,123.20027999999999,1,-32.28372,1,1.0
L2682,123.0492,1,-6.6002,1,1.0
L2683,122.83788000000001,1,-6.881028,1,1.0
L2684,122.68176,2,-6.896014,1,1.0
L2685,122.25663,3,-13.492026,3,1.0
L2686,121.94921000000001,1,-6.80676,1,1.0
L2687,121.37393999999999,1,-6.63216,1,1.0
L2688,120.34487999999999,2,-21.14956,1,1.0
L2689,119.103,1,-27.951,1,1.0
L2690,118.49472,1,-5.23904,1,0.0
L2691,118.41570000000002,1,-6.723756,1,1.0
L2692,118.1985,1,-6.8565,1,1.0
L2693,117.9852,1,0.4284,1,0.0
L2694,117.79416000000002,1,-6.40929,1,1.0
L2695,117.62988,3,-6.370813,2,1.0
L2696,117.53511,1,-5.591457,1,0.0
L2697,117.15248,1,-6.50256,1,1.0
L2698,116.81898,1,-9.91446,1,1.0
L2699,115.71911999999999,2,-5.2348799999999995,1,0.0
L2700,115.12236,1,-6.4713,1,1.0
L2701,114.975,1,-8.54196,1,0.0
L2702,114.86274999999999,1,-9.7092,1,1.0
L2703,114.83511,8,-6.34937,8,1.0
L2704,114.50192999999999,1,-6.39477,1,1.0
L2705,114.33159999999998,1,-5.1834,1,0.0
L2706,114.19265,3,-6.26215,2,1.0
L2707,114.06934000000001,1,-6.32478,1,1.0
L2708,113.92513,1,-6.05363,1,1.0
L2709,113.73647999999999,1,-44.72182,1,1.0
L2710,113.48840999999999,1,-6.18723,1,1.0
L2711,113.30009999999999,1,-6.17265,1,1.0
L2712,112.9458,1,-6.0931,1,1.0
L2713,112.79455999999999,2,-12.4617,2,1.0
L2714,112.75164,1,-5.39355,1,0.0
L2715,112.70259,1,-5.18193,1,0.0
L2716,112.54319999999998,1,-6.26545,1,1.0
L2717,111.98611,3,-6.19048,3,1.0
L2718,111.65700000000001,1,-6.132,1,1.0
L2719,111.43974999999999,1,-23.760425,1,0.0
L2720,111.309,1,-6.094,1,1.0
L2721,109.935,1,-5.1513,1,0.0
L2722,109.7558,1,-6.0742,1,1.0
L2723,109.568,1,-6.17856,1,1.0
L2724,109.50499,1,-5.81196,1,1.0
L2725,108.96480000000001,1,-4.9404,1,0.0
L2726,108.0765,1,-43.6788,1,1.0
L2727,107.9718,2,-18.585865,2,1.0
L2728,107.88000000000001,1,-4.941716,1,0.0
L2729,107.71249999999999,1,-5.266625,1,0.0
L2730,107.48034,1,-4.99434,1,0.0
L2731,107.34779999999999,1,0.52338,1,1.0
L2732,107.08929999999998,1,-4.86776,1,0.0
L2733,106.86386999999999,4,-5.63957,4,0.75
L2734,106.63119999999999,1,-5.772,1,1.0
L2735,106.5686,1,-4.9395,1,0.0
L2736,106.44719999999998,1,-11.3424,1,1.0
L2737,106.43087,1,-4.81562,1,0.0
L2738,106.40960000000001,2,-5.7774,2,1.0
L2739,105.71973,1,-14.61537,1,1.0
L2740,105.67962,1,-16.207064,1,1.0
L2741,105.59119999999999,1,-5.824,1,1.0
L2742,105.35329,1,-5.72432,1,1.0
L2743,105.10641,1,-6.025599,1,1.0
L2744,105.07496,1,-5.8072,1,1.0
L2745,104.9703,1,-4.75268,1,0.0
L2746,104.94279,1,-5.32899,1,0.0
L2747,104.85776,1,-5.62464,1,1.0
L2748,104.76440999999998,1,-5.61462,1,1.0
L2749,104.76263,1,-4.73903,1,0.0
L2750,104.749,1,-4.87557,1,0.0
L2751,104.73700000000001,1,-5.53379,1,0.0
L2752,104.59683000000001,1,-5.43933,1,1.0
L2753,104.50470000000001,1,-5.46612,1,0.0
L2754,104.44800000000001,1,-14.4576,1,1.0
L2755,104.4192,1,-4.848,1,0.0
L2756,104.34000000000002,1,-4.9603,1,0.0
L2757,104.21539999999999,3,-4.91284,1,0.0
L2758,104.04926999999999,1,-4.77086,1,0.0
L2759,103.99565,1,-5.95125,1,1.0
L2760,103.8588,1,-5.838,1,1.0
L2761,103.7718,1,-14.65992,1,1.0
L2762,103.72104,1,-4.7034,1,0.0
L2763,103.58,1,-5.79,1,1.0
L2764,103.56754000000001,2,-5.190196,2,0.5
L2765,103.38992,5,-10.002209,5,0.8
L2766,103.34609999999999,1,-5.73144,1,1.0
L2767,103.24634,2,-3.1027780000000003,2,0.0
L2768,103.12750000000001,1,-4.7144,1,0.0
L2769,103.037,1,-5.9044,1,1.0
L2770,102.84676,1,-5.61904,1,1.0
L2771,102.55410000000002,1,-4.847436,1,0.0
L2772,102.46715999999999,1,-4.698432,1,0.0
L2773,102.31823,1,-43.78227,1,1.0
L2774,102.16344000000001,2,-5.66394,2,0.5
L2775,101.9636,1,-6.1732,1,1.0
L2776,101.96028,1,-18.90756,1,1.0
L2777,101.92,1,-4.64814,1,0.0
L2778,101.772,1,-5.58756,1,1.0
L2779,101.25420000000001,1,-5.59107,1,1.0
L2780,101.12584,1,-4.54203,1,0.0
L2781,100.9155,2,-5.48217,2,1.0
L2782,100.73980000000002,1,10.90264,1,1.0
L2783,100.69026000000001,1,-15.39274,1,1.0
L2784,100.3563,1,-5.29849,1,1.0
L2785,100.10909999999998,1,-5.5146,1,1.0
L2786,100.00731999999999,3,-5.584192,3,1.0
L2787,99.85360000000001,1,-18.2903,1,1.0
L2788,99.79739000000001,3,-5.09809,3,0.3333333333333333
L2789,99.57638999999999,4,-5.4784239999999995,3,1.0
L2790,99.57384,1,-6.79428,1,1.0
L2791,99.56661,2,-5.10192,2,0.5
L2792,99.43863999999999,2,-4.88592,2,0.0
L2793,99.141,1,-4.3302,1,0.0
L2794,98.7552,1,-5.4336,1,1.0
L2795,98.6781,2,-17.3301,1,1.0
L2796,98.51299999999999,1,-12.47,1,0.0
L2797,98.34044,2,-5.46434,2,1.0
L2798,98.24785000000001,1,-12.80855,1,1.0
L2799,98.217,1,-4.977,1,0.0
L2800,98.10992,1,-17.3283,1,1.0
L2801,97.89288,2,-5.252230000000001,2,1.0
L2802,97.8439,1,-5.248476,1,1.0
L2803,97.77409,1,-12.95901,1,1.0
L2804,97.5,1,-10.46,1,1.0
L2805,97.4088,1,-4.520512,1,0.0
L2806,97.34886,1,-3.775968,1,1.0
L2807,96.91904000000001,1,-5.34349,1,1.0
L2808,96.75,1,-5.193,1,1.0
L2809,96.7011,2,-4.411024,1,0.0
L2810,96.679,1,-4.90413,1,1.0
L2811,96.51257000000001,1,-4.5248,1,0.0
L2812,95.9505,2,-5.120419999999999,2,1.0
L2813,95.88810000000001,1,-3.036,1,1.0
L2814,95.82257000000001,1,-5.271309,1,1.0
L2815,95.5698,1,-3.823544,1,1.0
L2816,95.55208,1,-4.437904,1,0.0
L2817,95.46239999999999,1,-5.2712,1,1.0
L2818,95.39999999999999,1,-17.5332,1,1.0
L2819,95.14367999999999,1,-5.2096,1,1.0
L2820,94.92784,1,-5.226032,1,1.0
L2821,94.794,1,-5.24722,1,1.0
L2822,94.76,1,-5.19,1,1.0
L2823,94.6593,1,-5.1786,1,1.0
L2824,94.6086,1,-5.27706,1,1.0
L2825,94.47000000000001,1,-4.9239,1,1.0
L2826,94.43853000000001,2,-5.22562,1,1.0
L2827,94.43756,2,-5.242,1,1.0
L2828,94.43079,1,-5.19921,1,1.0
L2829,94.40037,1,-5.26669,1,1.0
L2830,94.27984,1,-5.17773,1,1.0
L2831,94.161,1,-4.0174,1,0.0
L2832,94.12480000000001,1,-5.1904,1,1.0
L2833,94.08617,1,-4.8364,1,1.0
L2834,94.05569999999999,1,-5.0112,1,1.0
L2835,94.02047999999999,1,-5.30604,1,1.0
L2836,93.964,1,-5.036,1,1.0
L2837,93.83780000000002,2,-5.25769,2,1.0
L2838,93.6603,1,-5.1801,1,1.0
L2839,93.5176,1,-5.0534,1,1.0
L2840,93.4708,1,-5.34134,1,1.0
L2841,93.443,1,-5.505,1,1.0
L2842,93.44025,1,-5.16509,1,1.0
L2843,93.42179999999999,1,-5.1772,1,1.0
L2844,93.35798,1,-5.15402,1,1.0
L2845,93.11894,1,-4.92026,1,1.0
L2846,93.11509,1,-5.12219,1,1.0
L2847,93.04224,1,-4.21152,1,0.0
L2848,93.03274,1,-5.14086,1,1.0
L2849,92.8668,1,-5.15944,1,1.0
L2850,92.759,1,-5.12736,1,1.0
L2851,92.70473,3,-5.0717099999999995,3,1.0
L2852,92.6586,1,-5.05656,1,1.0
