feat,x_form,y_kind,day_type,hor,sample,n,beta,r,r2,t
churn_bid|動いた窓,生,絶対値,立会日,前向き|10s,full,44154886.0,2.3655779627277195e-7,0.18045345650329975,0.03256344996398829,1219.1112352050236
churn_ask|動いた窓,log1p,絶対値,立会日,前向き|30s,sub,145748.0,0.00008386558686141348,0.19866501994484062,0.03946779014968392,77.38624268740745
churn_ask|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|100ms,full,26783801.0,7.652874908526191e-8,0.012349402316031922,0.0001525077375632146,63.91681811380618
churn_ask|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5m,full,26690832.0,1.9695979054731756e-6,0.07976327439829563,0.006362179942737803,413.39950949864556
churn_cnt|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|5s,sub,1693276.0,0.00008770871288847317,0.3906411754344702,0.1526005279448245,552.2014509749081
churn_cnt|全窓,生,符号つき,閉場日,前向き|100ms,full,26783801.0,2.6252527048924688e-8,0.000548075757984113,3.0038703648985996e-7,2.836460545171836
churn_ask|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5s,full,26782282.0,5.17820535283967e-7,0.026248091326760217,0.0006889622982979449,135.88488755724654
churn_ask|全窓,log1p,絶対値,閉場日,前向き|2s,sub,1339142.0,0.000013490757547908988,0.15338586820258027,0.023527224564259323,179.62561598637745
churn_bid|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|1s,full,55300762.0,1.704820317392676e-8,0.0067565596886985085,0.000045651098826945685,50.24595220784133
churn_bid|動いた窓,生,絶対値,立会日,前向き|30s,sub,145748.0,4.0535069595207276e-7,0.16742116549127029,0.028029846654455313,64.83092506751588
churn_cnt|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|2m,full,44092085.0,-5.875793036458876e-7,-0.008593308667854823,0.00007384495386102883,-57.06328320436043
churn_cnt|全窓,log1p,絶対値,全日,前向き|2m,sub,70397.0,0.00033807079868894787,0.29732061932737985,0.08839955067721672,82.62161315005923
churn_ask|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|500ms,sub,11577493.0,-1.380130952014029e-8,-0.02824297916674596,0.0007976658722132462,-96.13709875565736
churn_cnt|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|5s,sub,1157653.0,-8.063198765665126e-7,-0.0026477777189215846,7.01072684881759e-6,-2.8488650102352877
churn_ask|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|30s,sub,192853.0,-0.000011783214436565852,-0.024294084585892422,0.0005902025458664957,-10.671849341977271
churn_cnt|動いた窓,生,符号つき,全日,前向き|100ms,full,55301393.0,-4.499830755178907e-10,-0.00006881479189168846,4.735475583096392e-9,-0.5117405475745354
churn_top|全窓,log1p,絶対値,全日,前向き|5m,full,84377753.0,0.0004583221871391162,0.23377898690600402,0.0546526147187976,2208.6338875985602
churn_ask|全窓,生,符号つき,閉場日,前向き|100ms,full,26783801.0,1.9377010238299675e-9,0.0003126780933787502,9.776759007897043e-8,1.6182050974467204
churn_cnt|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|1m,full,26765232.0,0.00012894342949366352,0.08044512721074606,0.006471418491953117,417.5370803056972
churn_cnt|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|5m,sub,8872.0,-5.331741674654958e-6,-0.003527061198891784,0.000012440160700727947,-0.3321830792385884
churn_cnt|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|1m,sub,17435.0,-3.7794537071907436e-6,-0.004132460753155725,0.000017077231876372384,-0.5456303395208503
churn_top|動いた窓,log1p,絶対値,立会日,前向き|10s,full,44154886.0,0.00005790841047671188,0.17217865838058016,0.029645490401736526,1161.4579186361677
churn_ask|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|100ms,full,44159685.0,1.3429601341689231e-9,0.006293552223062584,0.000039608799584415996,41.823215044165956
churn_cnt|動いた窓,log1p,符号つき,立会日,前向き|1s,full,44159226.0,-1.3230133087059115e-7,-0.0006080684745814595,3.6974726977982314e-7,-4.040762124493321
churn_cnt|動いた窓,生,絶対値,立会日,前向き|100ms,full,44159656.0,1.8105551703134265e-7,0.1249472844413151,0.015611823889258903,836.8670302550522
churn_bid|動いた窓,log1p,符号つき,立会日,前向き|2m,full,44104225.0,3.3181214529090992e-6,0.0029031487021021767,8.428272386517553e-6,19.28018510916838
churn_top|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|30s,full,26774532.0,6.8019052405878125e-6,0.04154628858365739,0.00172609409507654,215.16335217778666
churn_total|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|30s,full,55279239.0,0.0001283880371320021,0.2180990434250527,0.04756719274292303,1661.5660408276447
churn_cnt|全窓,log1p,絶対値,立会日,前向き|30s,full,57867821.0,0.00013540703621987775,0.2209394822376429,0.048814254811437724,1723.2933913381717
churn_ask|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5m,full,11089668.0,1.5457065176270637e-6,0.08854413936993516,0.007840064616762501,296.0248783344002
churn_imb|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|2m,sub,36205.0,0.0001681529318441916,0.046331348484530264,0.002146593852394985,8.824982416010279
churn_ask|動いた窓,生,絶対値,立会日,前向き|200ms,sub,22047209.0,3.6506177933743144e-8,0.19134451504008312,0.036612723435924595,915.3608932457286
churn_cnt|動いた窓,生,絶対値,立会日,前向き|1s,sub,4421947.0,1.1165642007325441e-6,0.1801429039510056,0.03245146584390123,385.1123517484585
churn_ask|動いた窓,生,符号つき,立会日,前向き|1m,full,44131499.0,1.871995161410786e-8,0.004382051645356124,0.000019202376622568314,29.110924054159955
churn_deep|全窓,log1p,絶対値,立会日,前向き|5m,sub,19189.0,0.00021584678235645992,0.19405629912594477,0.037657847230458154,27.40100726010051
churn_top|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|2s,full,11141447.0,-2.7165339776322056e-6,-0.017933553164214657,0.0003216123290937135,-59.86968228036504
churn_total|全窓,log1p,符号つき,全日,前向き|500ms,full,84671263.0,3.4431471728074284e-8,0.00015300130069539273,2.3409398014481986e-8,1.4078719030994724
churn_ask|動いた窓,log1p,絶対値,立会日,前向き|2m,sub,36195.0,0.00015648914235205676,0.18457128393107083,0.03406655885196397,35.72751611574598
churn_deep|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5s,sub,216967.0,2.407212093780528e-7,0.20305578563899832,0.04123165208147084,96.5947148072656
churn_imb|全窓,生,符号つき,立会日,前向き|100ms,sub,57887854.0,4.4274094556751016e-7,0.0034635235350524117,0.000011995995277861955,26.352053613055002
churn_bid|全窓,log1p,絶対値,閉場日,前向き|2s,sub,1339142.0,0.000014294327083293043,0.15613664328230734,0.02437865137546649,182.92673471608478
churn_deep|全窓,生,絶対値,全日,前向き|2s,full,84669793.0,9.736028116077513e-8,0.06534973278504115,0.004270587575076282,602.6114677654936
churn_deep|動いた窓,生,符号つき,閉場日,前向き|1s,sub,1108963.0,5.1892720264994175e-9,0.009129630233615264,0.00008335014820254189,9.614560237954159
churn_top|動いた窓,log1p,符号つき,全日,後ろ向き(帰無対照)|10s,full,55293968.0,-1.4256162700594423e-6,-0.0019225676713327787,3.696266450853943e-6,-14.296222819708008
churn_cnt|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|30s,sub,34988.0,0.00011573808493943538,0.20781786012527326,0.04318826298704764,39.73898474255728
churn_top|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|2m,sub,44962.0,-1.3609874708958746e-7,-0.0033887587357108824,0.000011483685768856818,-0.7185488440862161
churn_cnt|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|5m,full,57686921.0,0.000017446990017157666,0.21063874590143417,0.04436868127492895,1636.5592962479798
churn_bid|動いた窓,生,符号つき,立会日,前向き|1m,sub,72567.0,3.981127751110332e-8,0.0081602257334741,0.0000665892840212529,2.1982659482583875
churn_total|動いた窓,log1p,絶対値,閉場日,前向き|5m,sub,3485.0,0.00006037285833784925,0.08834348013438324,0.0078045704822541665,5.234227919643685
churn_total|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|2m,full,11120350.0,0.00007707124941276547,0.06734316472956178,0.004535101835792894,225.08146624269006
churn_ask|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|2s,sub,2210194.0,-2.658333021898598e-8,-0.02951437945472445,0.0008710985945974607,-43.89730890496357
churn_total|動いた窓,生,符号つき,立会日,前向き|5m,full,44022839.0,1.64306331037416e-8,0.0031969060230464794,0.000010220208120190858,21.211486381920448
churn_cnt|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|5m,full,26690832.0,0.00023434938659397492,0.1239492467635137,0.015363415773242411,645.3375671685507
churn_top|動いた窓,log1p,符号つき,全日,前向き|100ms,full,55301393.0,7.290864373515633e-10,4.976558192492366e-6,2.4766131443262882e-11,0.03700812773615001
churn_imb|全窓,生,絶対値,立会日,前向き|500ms,full,57887586.0,-9.098006711224929e-7,-0.0032227745343779974,0.000010386275699435319,-24.520249828869265
churn_imb|全窓,生,絶対値,閉場日,前向き|2s,sub,1339142.0,-9.159910061706615e-7,-0.004037437517075523,0.00001630090170428896,-4.672209899988924
churn_cnt|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|2s,sub,1339142.0,0.00004080512812227662,0.3039682450457883,0.09239669399621639,369.2267629594894
churn_top|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|10s,sub,267784.0,1.6117191980941013e-7,0.0052967635433891075,0.000028055704034575933,2.740989478444876
churn_deep|全窓,log1p,符号つき,全日,前向き|5s,full,84666853.0,9.357869681772996e-8,0.00026926299209062085,7.250255890959375e-8,2.4776125196202248
churn_deep|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|200ms,sub,5609619.0,1.262539736137212e-9,0.00033094619087110054,1.0952538125209092e-7,0.7838338522257844
churn_total|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|30s,full,44142987.0,0.0001202733212177767,0.2505436987493489,0.0627721449830045,1719.4586625366137
churn_top|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|500ms,full,55301121.0,0.000026821812215461347,0.06457386319014528,0.0041697838072996,481.20605004025936
churn_top|全窓,生,絶対値,全日,後ろ向き(帰無対照)|5s,full,84666853.0,9.863136624783184e-7,0.06294180001855218,0.003961670189575415,580.307036727922
churn_total|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|500ms,full,84671263.0,0.000014665725900949265,0.06535735355662235,0.004271583663925336,602.687274595617
churn_deep|全窓,生,符号つき,全日,後ろ向き(帰無対照)|1s,sub,8467029.0,-2.8313808956002944e-10,-0.0001872876563598993,3.507666622478373e-8,-0.5449725593209528
churn_total|動いた窓,log1p,絶対値,閉場日,前向き|200ms,sub,5609615.0,3.2700608160895225e-6,0.00862743725619464,0.0000744326736095753,20.434519185066854
churn_total|動いた窓,log1p,符号つき,立会日,前向き|2m,full,44104225.0,2.3194205699361173e-6,0.0018302323127936837,3.3497503187941168e-6,12.154778070451943
churn_total|全窓,生,符号つき,閉場日,前向き|5s,full,26782282.0,3.4490220991300244e-8,0.0030171858415476145,9.103410402435386e-6,15.614490253492706
churn_top|全窓,log1p,符号つき,立会日,前向き|2m,sub,48133.0,5.873695910286669e-7,0.00036159379667947375,1.3075007379707661e-7,0.07932926713864594
churn_deep|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|200ms,sub,13391878.0,1.7472122529106433e-9,0.00033480448553219595,1.120940435324784e-7,1.2252141443827247
churn_imb|全窓,生,符号つき,閉場日,前向き|500ms,full,26783677.0,7.133378914550597e-7,0.0003897543612982433,1.5190846215100156e-7,2.017093824805195
churn_imb|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|2s,sub,1339142.0,6.1895449747419895e-6,0.02611447970573172,0.0006819660503010738,30.230303434867096
churn_bid|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|1s,sub,5788693.0,1.4511929274656186e-7,0.21542652114289643,0.0464085860117308,530.7722220023393
churn_deep|全窓,生,絶対値,閉場日,前向き|1m,sub,44584.0,4.343622618539831e-7,0.09759120031416925,0.009524042378760308,20.70467721704619
churn_deep|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|10s,full,11139788.0,0.00003058353298722128,0.0273661793577852,0.0007489077726424688,91.37245151423578
churn_cnt|全窓,生,絶対値,全日,前向き|100ms,sub,84671655.0,2.212643025664125e-7,0.025175977793467173,0.0006338298578571522,231.735753335306
churn_total|全窓,log1p,絶対値,閉場日,前向き|100ms,full,26783801.0,1.3385441663436875e-6,0.0051335638343105935,0.000026353477640941684,26.568117172270984
churn_imb|動いた窓,生,絶対値,全日,前向き|100ms,sub,55301393.0,-5.4400640511779957e-8,-0.00017594006458271515,3.0954906325369977e-8,-1.3083766396026022
churn_total|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|2s,sub,552518.0,-2.4415285463881933e-8,-0.0002746240119220029,7.541834792413638e-8,-0.20413193543471622
churn_bid|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|2s,sub,2210194.0,4.578828770073422e-6,0.027833594667500218,0.0007747089921146965,41.395448360551796
churn_top|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|1s,full,44159196.0,-3.599456420786465e-7,-0.002261015482464011,5.112191011941964e-6,-15.025025415806187
churn_top|動いた窓,生,絶対値,全日,前向き|200ms,sub,27656824.0,1.2055377822262831e-7,0.025398779843647207,0.0006450980175460596,133.61466199472648
churn_cnt|動いた窓,生,絶対値,全日,前向き|10s,full,55294872.0,3.3906874893962876e-6,0.13521979537420023,0.018284393061040582,1014.8219388683616
churn_deep|動いた窓,生,絶対値,全日,前向き|10s,sub,547277.0,1.728017026397494e-7,0.2189301441744356,0.047930408028239155,165.98697895585957
churn_deep|全窓,生,符号つき,全日,前向き|2m,full,84554153.0,8.164007485656022e-9,0.002094418192094312,4.386587563375607e-6,19.258915188016562
churn_bid|動いた窓,log1p,符号つき,閉場日,前向き|2m,full,11121951.0,6.437319910595653e-6,0.005544703587275291,0.000030743737870743476,18.491641279400113
churn_top|動いた窓,log1p,符号つき,全日,前向き|5m,sub,17886.0,-0.000026916708837831494,-0.010838157719995247,0.00011746566276349257,-1.449483600644701
churn_bid|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|5m,sub,28061.0,0.00036367793412071743,0.32481417466896495,0.10550424806588087,57.5283511460296
churn_total|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|200ms,full,44159630.0,3.154433662646243e-8,0.23998538632249333,0.05759298564835637,1642.775603965141
churn_top|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|200ms,full,44159630.0,-1.1428465486940614e-7,-0.0017394704233790485,3.025757353810486e-6,-11.55927002255415
churn_deep|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|200ms,full,11141726.0,1.4287059159659966e-9,0.0003748527602061117,1.405145918341407e-7,1.2512294034967306
churn_bid|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|10s,sub,267784.0,0.00004108196084710603,0.24615492390477497,0.06059224656256556,131.4232333604157
churn_cnt|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|30s,full,11136252.0,-3.9480765817210127e-7,-0.0026994868246140334,7.287229116264757e-6,-9.008495802656697
churn_cnt|全窓,生,絶対値,全日,前向き|2s,full,84669793.0,1.9656903281235535e-6,0.06944365070982497,0.004822420623908174,640.5403552360432
churn_ask|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|5m,sub,28061.0,0.00036449020009214465,0.32580488697311544,0.10614882437556453,57.72461978076803
churn_total|全窓,log1p,符号つき,全日,前向き|1s,full,84670773.0,7.592452009802858e-8,0.00023807396357898084,5.6679212134205894e-8,2.1906786307177595
churn_deep|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|1s,full,55300762.0,8.45134136996989e-8,0.059343686658346884,0.003521673146204058,442.08537117725507
churn_total|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|500ms,sub,11577493.0,0.000014799123771413488,0.22221321459722024,0.049378712741630255,775.4848904869907
churn_bid|動いた窓,生,絶対値,閉場日,前向き|10s,sub,107830.0,3.448775005202084e-7,0.1269693432990708,0.016121214137797296,42.033335098391056
churn_ask|全窓,log1p,絶対値,全日,前向き|30s,full,84642353.0,0.00010218285568265881,0.2102981712510971,0.04422532083155576,1979.0264311777728
churn_total|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|5m,sub,17885.0,0.0003818671732888058,0.27983440989960917,0.07830729696386249,38.978778944421535
churn_ask|全窓,生,絶対値,立会日,前向き|2m,full,57807521.0,8.385182186404311e-7,0.17205515756093998,0.02960297724331988,1327.9604267631594
churn_imb|全窓,生,絶対値,全日,後ろ向き(帰無対照)|2m,sub,70397.0,6.703775841014187e-6,0.0024536088541561147,6.020196409193282e-6,0.6509948368074427
